fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.849,0.33,0.371,2.917,0.016,20.902,36.664,0.996,3.47,0.61,9.426,6
9.142,0.525,0.113,3.592,0.089,-4.173,64.402,0.998,3.125,0.476,11.396,5
5.935,0.364,0.329,2.175,0.134,-10.241,20.77,0.995,3.214,0.735,11.555,6
11.756,0.308,0.317,1.172,0.102,14.813,44.869,0.999,3.225,0.397,9.833,4
7.762,0.584,0.017,3.954,0.105,20.159,18.086,0.993,3.26,0.789,11.377,6
7.958,0.59,0.448,2.789,0.065,2.365,21.6,0.996,3.503,0.675,11.665,5
7.108,0.865,0.396,4.375,0.098,45.854,30.341,1.001,3.133,0.767,10.293,4
9.641,0.623,-0.274,2.588,0.077,-2.134,47.068,0.996,3.333,0.702,10.435,6
10.23,0.615,0.387,3.452,0.119,35.854,68.719,0.998,3.366,1.021,11.362,5
8.671,0.277,0.206,4.847,0.052,4.943,149.505,0.994,3.307,0.617,11.383,5
10.343,0.393,0.439,0.311,0.062,17.964,14.872,0.997,3.173,0.423,10.971,5
9.438,0.542,0.537,4.076,0.059,3.844,2.869,1.0,3.545,0.555,8.401,5
6.945,0.372,0.36,1.742,0.201,27.257,14.856,0.995,3.111,0.503,7.723,5
7.588,0.665,0.274,1.613,-0.001,5.974,49.674,1.002,3.112,0.642,12.084,5
9.618,0.382,0.165,3.286,0.134,-2.894,52.5,0.998,3.392,0.763,10.096,4
6.374,0.59,0.12,3.418,0.121,29.641,21.622,0.996,3.324,0.741,10.05,7
9.679,0.656,0.223,3.436,0.103,19.075,59.21,0.995,3.477,0.437,12.602,6
7.366,0.541,0.337,3.445,0.116,14.764,91.368,0.998,3.379,0.584,9.123,5
5.722,0.431,0.414,3.907,0.042,-10.156,12.984,0.997,3.583,0.798,11.303,6
5.92,0.273,0.262,0.961,0.041,12.301,78.692,0.997,3.348,0.523,9.114,4
5.59,0.367,0.092,2.254,0.053,13.169,70.185,0.999,3.409,0.546,9.609,6
6.431,0.491,0.32,3.715,0.086,19.524,78.759,0.995,3.213,0.665,10.288,5
5.353,0.578,0.336,2.346,0.11,13.015,31.448,0.996,3.121,0.461,8.824,8
8.551,0.18,0.038,2.094,0.072,7.419,70.195,0.996,3.399,0.667,11.009,6
6.356,0.674,0.076,4.303,0.19,12.879,149.321,0.997,3.25,0.538,9.727,7
9.406,0.893,0.133,3.725,0.048,9.324,97.84,0.995,3.282,0.68,10.096,5
6.764,0.595,0.12,2.371,0.104,5.611,75.514,0.998,3.276,0.586,11.199,6
7.957,0.36,0.075,1.237,0.088,20.328,65.533,0.997,3.422,0.8,10.28,5
9.398,0.487,0.575,2.184,0.112,21.684,80.755,0.996,3.641,0.693,10.761,5
7.563,0.597,0.344,2.075,0.111,17.126,72.546,0.994,3.345,0.578,11.845,6
9.728,0.546,0.38,5.293,0.088,9.403,11.271,0.994,3.415,0.762,12.002,6
8.055,0.984,0.241,1.246,0.059,10.756,53.259,0.995,3.526,0.324,7.69,5
6.941,0.398,0.195,1.709,0.153,4.754,21.117,0.997,3.418,0.86,9.013,6
9.972,0.501,0.194,-0.064,0.049,27.006,62.069,0.995,3.398,0.848,10.611,5
9.856,0.315,0.22,2.848,0.096,7.136,71.099,0.995,3.356,0.61,13.154,5
7.007,0.564,0.202,3.933,0.066,44.616,16.895,0.995,3.544,0.836,9.698,7
5.447,0.53,0.563,2.215,0.072,23.539,60.489,0.998,3.506,0.84,12.096,7
6.657,0.636,-0.054,2.822,0.096,4.564,2.568,0.997,3.211,1.088,10.212,6
9.242,0.548,0.459,2.932,0.035,11.379,63.786,0.996,2.942,0.805,10.552,5
6.52,0.469,0.399,1.92,0.084,14.872,32.133,0.995,3.16,0.317,11.866,6
7.839,0.527,-0.093,4.366,0.12,38.689,84.373,0.997,3.232,0.719,9.737,5
8.73,0.534,0.349,0.934,0.132,10.548,48.725,0.995,3.549,0.806,11.239,5
6.574,0.804,0.481,1.938,0.083,19.578,0.434,0.998,3.112,0.634,10.596,5
7.74,0.651,0.236,3.913,0.047,33.012,40.588,0.999,3.409,0.717,10.225,5
6.561,0.547,0.183,4.204,0.06,39.065,48.757,0.993,3.151,1.177,9.688,5
6.456,0.466,0.262,2.843,0.134,28.506,64.826,0.993,2.997,0.582,10.596,5
7.395,0.349,0.393,2.577,0.087,18.872,69.001,0.993,3.611,0.715,8.915,5
9.469,0.786,0.567,4.028,0.14,21.974,0.922,0.997,3.093,0.794,12.288,5
10.318,0.709,0.041,1.374,0.137,19.098,62.642,1.0,3.32,0.367,10.644,5
7.581,0.426,0.344,2.774,-0.001,2.927,3.651,1.001,3.548,0.597,10.667,5
7.479,0.258,0.609,4.009,0.059,3.923,-25.59,0.999,3.283,0.945,9.709,6
5.622,0.706,0.07,3.258,0.093,35.017,71.044,0.995,3.363,0.804,8.923,5
11.322,0.73,-0.097,1.461,0.122,17.263,95.131,1.0,3.242,0.573,9.864,4
7.326,0.444,0.531,6.524,0.177,5.502,55.894,0.999,3.357,0.541,9.24,6
7.342,0.519,0.227,1.311,0.128,24.68,69.166,0.994,3.159,0.406,9.743,6
7.677,0.734,0.329,3.808,0.1,9.722,28.056,0.994,3.53,0.684,10.141,7
7.495,0.594,0.119,3.326,0.109,2.12,68.193,0.995,3.162,0.27,10.898,5
6.056,0.925,0.554,4.122,0.112,36.459,46.94,0.997,3.16,0.592,10.525,5
9.98,0.332,0.151,2.803,-0.002,13.702,112.537,0.994,3.575,0.714,11.737,6
8.447,0.679,0.494,1.717,0.147,11.562,63.659,0.996,3.399,0.601,9.498,5
7.326,0.282,0.376,2.857,0.081,18.3,49.855,0.997,3.492,0.543,10.704,7
6.493,0.584,0.324,0.997,0.098,22.367,25.495,0.997,3.393,0.56,8.427,5
6.752,0.68,0.53,3.816,0.083,14.748,43.6,0.995,3.454,0.132,9.55,5
8.51,0.203,0.33,2.277,0.03,18.026,39.567,0.999,3.336,0.751,10.665,5
6.997,0.789,0.418,2.08,0.054,18.523,55.097,0.998,3.496,0.206,8.704,5
9.711,0.33,0.33,3.004,0.029,14.88,77.227,0.994,3.426,0.728,9.328,6
12.729,0.378,0.015,2.337,0.112,10.183,96.971,0.997,3.412,1.07,8.877,6
9.253,0.483,0.532,4.78,0.135,22.983,-43.325,1.001,3.217,0.811,11.078,5
11.174,0.394,0.614,4.738,0.038,20.057,75.664,0.994,3.407,0.481,11.141,7
6.844,0.711,0.559,1.005,0.051,27.385,15.771,0.998,3.338,1.1,10.347,5
7.855,0.82,0.326,2.39,0.045,20.159,58.759,0.999,3.324,0.447,10.855,4
6.975,0.543,0.009,4.415,0.051,44.43,47.927,0.998,3.232,0.574,10.192,6
7.179,0.146,0.149,1.835,0.107,23.248,56.068,0.996,2.997,0.799,7.74,6
7.801,0.559,0.372,3.481,0.123,27.821,45.246,0.997,3.368,0.646,10.749,6
9.855,0.714,0.417,3.512,0.087,18.085,22.241,1.0,3.448,0.723,9.797,4
7.67,0.752,0.136,0.112,0.093,38.883,37.793,0.996,3.071,0.589,10.768,6
11.0,0.39,0.155,2.6,0.066,11.746,74.821,0.996,3.218,0.757,10.381,6
8.507,0.632,0.592,4.587,0.108,35.352,34.778,0.997,3.546,0.549,12.614,6
7.758,0.556,0.291,1.859,0.103,5.202,-0.826,0.992,3.284,0.686,10.147,6
7.897,0.51,0.312,0.229,0.077,34.66,-2.818,0.997,3.295,0.817,11.193,5
8.998,0.555,0.231,5.608,0.17,22.841,-15.675,0.997,3.446,0.595,11.273,3
7.404,0.65,0.055,3.151,0.026,-12.045,63.314,0.998,3.232,0.847,9.546,6
6.307,0.542,0.033,3.783,0.036,19.566,81.375,0.999,3.299,0.554,10.607,6
7.216,0.46,0.032,2.399,0.091,14.392,78.002,0.996,3.328,0.915,9.397,6
11.067,0.649,0.207,1.581,0.061,28.265,57.943,0.998,3.372,0.899,10.217,6
6.346,0.301,0.368,1.405,0.031,8.724,35.973,0.998,3.447,0.456,9.315,5
9.199,0.301,-0.147,2.834,0.132,12.502,69.438,0.997,3.5,1.021,7.941,5
9.359,0.484,0.119,2.397,0.149,2.533,-3.061,0.995,3.4,0.774,9.815,6
10.8,0.632,0.375,0.491,0.002,6.922,60.068,0.994,3.173,0.614,10.917,6
9.516,0.673,0.134,2.579,0.095,20.86,60.828,0.996,3.393,0.555,8.839,4
10.505,0.328,0.476,2.873,0.068,19.595,-0.149,0.995,3.095,0.487,9.842,7
7.075,0.595,0.531,3.106,0.083,38.789,7.662,0.996,3.4,0.455,8.066,6
7.667,0.203,0.691,1.787,0.071,31.031,52.981,0.996,3.109,0.745,10.643,6
8.257,0.149,0.448,5.66,0.099,27.501,-3.482,0.996,3.595,0.745,11.764,5
7.983,0.413,0.066,3.034,0.211,21.931,1.265,0.996,3.228,0.672,10.305,5
8.825,0.691,0.458,-0.064,0.053,5.577,40.749,0.996,3.063,0.485,9.695,4
6.832,0.878,0.326,2.191,0.057,17.65,28.274,0.996,3.259,0.72,8.093,5
5.497,0.628,0.314,2.558,0.127,13.32,61.489,0.996,3.511,0.777,11.124,6
6.76,0.592,0.061,3.816,0.089,12.664,20.739,1.002,3.428,0.548,10.372,7
8.138,0.525,0.591,1.075,0.077,4.172,58.017,0.996,3.111,0.79,10.085,5
